category;title;sku;ssize;warehouse;orders_qty;sum_minus_comm;bought_qty;payout;stock;buyout_anomaly
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;44;Самара (Новосемейкино);272;359470.41;98;125893.04;1;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;48;Краснодар;208;279110.31;76;98652.54;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;50;Екатеринбург - Перспективная 14;241;317147.03;79;99081.67;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;42;Атакент;4;5071.45;2;2546.15;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;48;СПБ Шушары;15;21182.7;2;2658.73;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;42;Чашниково;6;8266.8;2;2773.3;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;44;СЦ Ереван;3;3871.18;1;1351.98;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;46;СЦ Шушары;1;1336.2;1;1282.8;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;40;Актобе;1;1237.95;0;0.0;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;46;Владимир;78;103669.5;25;31677.42;6;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;44;Сарапул;312;425825.88;106;139386.99;1;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;44;Электросталь;1118;1511307.36;398;524716.25;100;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;52;Невинномысск;104;134994.62;37;47687.93;33;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;52;Воронеж;18;24227.7;7;9169.1;4;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;42;СЦ Гомель 2;1;1277.21;0;0.0;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;40;Санкт-Петербург Уткина Заводь;6;8034.15;1;1404.3;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;52;Тула;245;323879.7;75;97034.48;22;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;40;Астана Карагандинское шоссе;5;6904.38;1;1301.8;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;52;Остальные;1;1120.95;0;0.0;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;50;Новосибирск;21;27872.55;12;15522.8;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;48;Тула;472;628975.04;165;216396.32;16;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;46;СЦ Пятигорск;1;1414.8;1;1345.8;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;42;Краснодар;266;352994.32;109;140533.67;1;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;52;Самара (Новосемейкино);141;188492.26;34;44178.47;21;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;42;Самара (Новосемейкино);175;235461.87;63;82416.42;61;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;42;Подольск;3;4258.2;1;1426.95;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;40;Подольск;2;2853.9;1;1426.95;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;52;Екатеринбург - Перспективная 14;218;288143.59;76;96136.41;4;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;50;Сарапул;62;82887.75;16;20541.96;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;46;Актобе;3;4134.37;1;1495.01;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;52;СПБ Шушары;3;4480.2;2;2769.19;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;44;Актобе;1;1415.76;0;0.0;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;42;СЦ Барнаул;6;8974.8;1;1419.47;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;40;Сарапул;32;42631.2;9;12116.94;2;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;46;СПБ Шушары;11;16171.95;1;1396.86;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;48;Владимир;54;71810.85;14;17762.56;2;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;48;Белая дача;7;9721.5;2;2785.99;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;48;Новосибирск;24;31854.9;11;14623.97;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;48;Екатеринбург - Испытателей 14г;13;16706.01;5;5967.57;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;50;Владивосток;3;4244.4;1;1347.55;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;48;Чашниково;8;10120.8;8;10326.17;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;52;Волгоград;25;33240.75;4;4727.42;1;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;52;Коледино;527;708014.82;181;239434.77;61;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;40;Истра;1;1473.75;0;0.0;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;40;Краснодар;188;255259.75;88;115834.26;2;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;44;Тула;610;806871.01;207;270775.61;6;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;48;Сарапул;253;328634.76;99;125432.88;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;40;Казань;326;436485.39;153;201370.82;5;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;46;Котовск;77;104792.55;26;34357.21;1;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;44;Истра;1;1336.2;0;0.0;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;40;Рязань (Тюшевское);29;39051.0;10;13627.62;21;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;50;Владимир;43;56971.65;15;19799.45;1;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;42;СК Ереван;0;0.0;0;0.0;1;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;40;Невинномысск;162;214355.77;65;83456.29;17;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;46;СЦ Кузнецк;1;1414.8;0;0.0;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;46;Астана Карагандинское шоссе;10;13500.24;1;1263.93;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;52;Чашниково;3;4051.8;0;0.0;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;50;Воронеж;37;49627.05;14;18520.89;3;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;46;Белая дача;7;9529.05;1;1359.0;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;50;Чашниково;6;7856.55;3;3757.01;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;48;Волгоград;43;56574.3;15;19186.37;3;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;46;Обухово;2;2749.5;1;1344.97;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;44;СЦ Барнаул;10;13909.95;6;8029.32;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;40;Самара (Новосемейкино);61;81088.11;27;34765.14;109;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;44;Чашниково;17;22800.0;10;13148.45;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;40;Коледино;386;518459.95;155;202795.64;2;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;50;Белая дача;4;5275.5;2;2636.42;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;44;Обухово;1;1374.75;0;0.0;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;46;Рязань (Тюшевское);80;108666.3;27;36054.74;24;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;42;СПБ Шушары;15;21673.95;4;5752.48;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;52;Владивосток;3;4362.3;1;1408.7;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;44;Владимир;77;99933.3;15;18805.07;2;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;40;Владивосток;0;0.0;0;0.0;2;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;46;Самара (Новосемейкино);237;317560.6;64;83711.85;31;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;52;Астана Карагандинское шоссе;3;4214.25;1;1303.3;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;46;Электросталь;771;1023461.41;270;348628.27;44;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;46;Чашниково;13;16064.1;8;9557.99;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;52;СЦ Барнаул;6;8566.65;3;3971.94;1;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;50;Астана Карагандинское шоссе;6;8216.85;3;3975.77;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;44;Екатеринбург - Испытателей 14г;20;26791.95;11;14788.92;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;46;Остальные;1;1404.3;0;0.0;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;52;Казань;99;131185.01;37;48379.53;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;42;Белая дача;10;12916.35;2;2282.99;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;46;Коледино;1006;1331608.63;371;477815.18;6;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;46;Воронеж;54;72182.7;15;19612.66;8;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;52;Рязань (Тюшевское);36;46610.55;13;16161.66;12;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;48;СК Ереван;0;0.0;1;1445.76;1;1
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;46;Екатеринбург - Испытателей 14г;17;22413.75;10;13159.97;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;40;СПБ Шушары;6;8960.4;2;2863.41;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;40;Воронеж;19;24676.8;3;3606.93;2;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;40;СЦ Барнаул;3;4539.15;1;1359.96;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;42;Воронеж;46;61428.6;23;29518.7;1;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;44;Коледино;1428;1879023.98;570;737666.43;3;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;44;Котовск;80;107708.25;35;45546.88;1;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;50;Электросталь;360;477779.63;116;149840.22;4;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;52;Остальные;1;1473.75;0;0.0;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;48;Казань;435;577674.07;205;266847.99;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;44;Белая дача;13;17590.05;6;7840.74;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;42;Невинномысск;296;394413.31;102;132524.38;32;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;44;Екатеринбург - Перспективная 14;473;647092.46;212;283457.25;35;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;50;Подольск;1;1311.3;1;1288.73;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;48;Остальные;2;2718.0;2;2718.0;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;40;Новосибирск;12;15126.83;7;8646.93;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;48;Актобе;1;1290.5;1;1264.42;1;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;50;Остальные;2;2848.5;0;0.0;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;44;Владивосток;6;8646.0;3;4056.8;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;46;Остальные;1;1395.15;1;1361.87;1;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;50;Актобе;1;1336.55;0;0.0;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;42;Пенза;8;11475.6;5;6852.82;1;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;42;Сарапул;203;261153.76;79;98570.76;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;40;Екатеринбург - Испытателей 14г;6;7495.95;3;3613.59;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;46;Краснодар;288;381097.09;106;138613.33;2;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;42;Санкт-Петербург Уткина Заводь;17;21514.65;9;11637.64;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;40;Екатеринбург - Перспективная 14;312;418857.47;140;182253.76;12;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;52;Екатеринбург - Испытателей 14г;5;6842.25;2;2706.88;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;44;Рязань (Тюшевское);141;183369.57;39;51210.15;4;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;44;Новосибирск;49;63481.8;21;26467.46;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;50;Волгоград;27;36451.65;7;9027.81;1;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;52;Новосибирск;15;19516.65;8;10165.27;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;48;Астана Карагандинское шоссе;10;13717.65;6;7831.56;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;42;Остальные;3;4256.55;1;1266.75;1;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;40;Волгоград;12;16003.2;6;8152.48;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;48;Коледино;764;1019653.92;287;373273.41;1;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;42;Коледино;939;1256498.68;396;520589.71;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;50;Краснодар;111;148206.78;44;57150.9;2;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;46;Тула;620;824768.97;203;263170.36;1;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;50;Казань;255;338605.88;84;109520.39;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;42;Казань;604;801947.16;259;338326.08;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;44;Волгоград;64;86962.05;17;21626.61;2;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;40;Белая дача;5;7006.95;4;5457.25;1;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;48;Подольск;1;1359.0;1;1359.0;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;48;Атакент;1;1226.7;0;0.0;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;44;СПБ Шушары;16;22872.6;3;4211.6;1;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;44;Воронеж;73;98682.75;22;29515.2;1;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;44;СЦ Внуково;2;2848.5;0;0.0;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;48;Остальные;2;2908.2;1;1418.59;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;48;Электросталь;565;756191.01;188;245359.2;1;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;48;Самара (Новосемейкино);123;168485.9;34;44410.91;87;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;50;Самара (Новосемейкино);183;242638.37;56;71526.13;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;42;Обухово;2;2828.85;1;1344.98;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;52;Белая дача;4;5187.6;2;2344.45;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;44;Невинномысск;325;428507.97;113;143464.75;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;48;СЦ Барнаул;7;9725.25;1;1345.5;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;52;Электросталь;276;366320.61;101;131642.92;1;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;52;Пенза;11;14914.35;2;2495.87;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;52;Сарапул;46;62716.57;11;14567.46;1;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;42;Актобе;3;4146.5;1;1343.57;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;42;Астана Карагандинское шоссе;10;13234.02;7;9011.69;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;46;Владивосток;5;7054.35;3;4060.87;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;42;Котовск;51;69062.4;18;24401.83;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;46;СЦ Барнаул;5;7269.75;1;1413.83;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;50;Рязань (Тюшевское);49;67423.65;11;14666.06;18;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;42;Екатеринбург - Испытателей 14г;19;24477.79;6;7913.96;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;40;Котовск;30;41099.25;11;14372.49;4;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;44;Санкт-Петербург Уткина Заводь;29;38462.27;14;18710.41;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;50;СЦ Барнаул;3;4159.05;1;1416.87;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;48;Рязань (Тюшевское);62;83123.4;17;22237.09;44;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;40;Электросталь;337;443021.04;142;181190.67;54;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;42;Владимир;58;76867.97;22;28537.86;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;50;Пенза;15;21359.55;0;0.0;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;52;Остальные;1;1359.0;1;1359.0;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;48;Котовск;60;78912.18;25;32021.61;4;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;46;Ташкент 2;1;1021.8;1;992.49;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;44;Пенза;14;20514.6;4;5532.5;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;44;СЦ Сургут;1;1296.9;0;0.0;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;42;Владивосток;6;8547.75;4;5612.3;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;44;СЦ Шушары;1;1414.8;0;0.0;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;52;Владимир;28;36368.85;5;6520.59;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;46;Сарапул;176;232314.3;71;90027.81;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;52;Санкт-Петербург Уткина Заводь;5;6758.42;2;2544.92;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;46;Невинномысск;246;324094.59;72;90586.41;61;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;48;Пенза;7;9864.3;0;0.0;1;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;46;Санкт-Петербург Уткина Заводь;21;27096.45;7;8988.69;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;46;СЦ Ереван;0;0.0;0;0.0;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;50;Екатеринбург - Испытателей 14г;4;5356.35;1;1347.16;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;44;Атакент;4;5336.83;2;2607.0;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;50;СПБ Шушары;6;8704.95;1;1397.06;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;40;Атакент;2;2900.7;0;0.0;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;40;Тула;289;378349.4;97;125009.3;6;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;40;СК Ереван;0;0.0;0;0.0;1;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;44;Казань;673;888711.71;279;360480.88;1;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;48;Владивосток;3;4303.35;2;2778.19;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;42;Рязань (Тюшевское);66;88178.7;21;26895.04;62;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;52;Котовск;41;54478.05;10;12951.97;6;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;40;Владимир;20;26697.0;10;12861.54;1;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;42;Электросталь;895;1196751.69;332;430466.56;12;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;46;Волгоград;56;75271.05;15;19469.59;1;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;48;Остальные;1;1414.8;0;0.0;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;50;Невинномысск;145;192334.45;44;56927.42;18;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_white;46;Пенза;13;18156.6;0;0.0;1;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_beige;46;Казань;224;299651.01;99;128675.99;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_beige;40;Сарапул;7;10369.2;4;5660.8;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_beige;52;Электросталь;113;148721.26;34;41983.24;10;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_beige;46;Волгоград;4;5885.25;1;1223.24;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_beige;44;Рязань (Тюшевское);26;36095.9;11;15323.89;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_beige;44;СЦ Барнаул;1;1630.95;1;1570.59;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_beige;52;Екатеринбург - Перспективная 14;16;24832.43;2;2913.22;10;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_beige;48;Коледино;151;199077.16;63;82420.13;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_beige;50;Владимир;11;16388.1;2;2645.45;1;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_beige;46;Подольск;1;1268.4;0;0.0;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_beige;46;Пенза;3;4735.65;0;0.0;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_beige;46;Котовск;11;15759.45;4;5365.73;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_beige;48;Остальные;1;1434.45;0;0.0;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_beige;50;Пенза;1;1591.65;1;1526.65;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_beige;46;Сарапул;12;17190.15;3;3922.34;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_beige;44;Санкт-Петербург Уткина Заводь;2;2650.05;2;2650.05;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_beige;52;Тула;48;65038.98;13;16897.32;1;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_beige;46;Коледино;147;193694.88;60;75316.89;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_beige;48;Казань;92;122109.02;37;46339.34;116;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_beige;48;Рязань (Тюшевское);18;27034.12;2;2748.12;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_beige;48;Котовск;15;20058.6;8;10496.78;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_beige;44;СПБ Шушары;4;6307.61;0;0.0;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_beige;46;Новосибирск;5;6908.55;2;2667.21;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_beige;48;Сарапул;17;24018.6;4;5272.54;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_beige;52;Волгоград;8;11768.1;2;3051.7;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_beige;52;Новосибирск;2;3144.0;0;0.0;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_beige;40;Коледино;73;96880.58;34;44515.75;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_beige;46;Санкт-Петербург Уткина Заводь;5;6291.75;3;3661.74;0;0
Блузки;Блузка рубашка шелковая с длинным рукавом офис;T05blouse_beige;44;Волгоград;8;11118.45;1;1114.62;0;0
