category;title;sku;ssize;warehouse;orders_qty;sum_minus_comm;bought_qty;payout;stock;buyout_anomaly
Видеорегистраторы автомобильные;Видеорегистратор для автомобиля зеркало;B0315темно-серый;без размера;Воронеж;2;5140.74;2;5063.48;0;0
Видеорегистраторы автомобильные;Видеорегистратор для автомобиля зеркало;B0315темно-серый;без размера;Электросталь;543;1423653.3;491;1265162.34;0;0
Видеорегистраторы автомобильные;Видеорегистратор для автомобиля зеркало;B0315темно-серый;без размера;Краснодар;540;1484457.97;465;1251105.23;231;0
Видеорегистраторы автомобильные;Видеорегистратор для автомобиля зеркало;B0315темно-серый;без размера;Екатеринбург - Испытателей 14г;2;5413.36;2;5191.09;0;0
Видеорегистраторы автомобильные;Видеорегистратор для автомобиля зеркало;B0315темно-серый;без размера;Тула;327;865305.28;286;735323.54;185;0
Видеорегистраторы автомобильные;Видеорегистратор для автомобиля зеркало;B0315темно-серый;без размера;Владимир;2;5656.56;2;5545.35;0;0
Видеорегистраторы автомобильные;Видеорегистратор для автомобиля зеркало;B0315темно-серый;без размера;Сарапул;470;1188489.46;409;1006968.66;144;0
Видеорегистраторы автомобильные;Видеорегистратор для автомобиля зеркало;B0315темно-серый;без размера;Пенза;2;5142.06;1;2474.71;0;0
Видеорегистраторы автомобильные;Видеорегистратор для автомобиля зеркало;B0315темно-серый;без размера;Казань;399;1064348.66;380;1006094.46;1;0
Видеорегистраторы автомобильные;Видеорегистратор для автомобиля зеркало;B0315темно-серый;без размера;Рязань (Тюшевское);10;27543.54;9;23909.67;0;0
Видеорегистраторы автомобильные;Видеорегистратор для автомобиля зеркало;B0315темно-серый;без размера;СЦ Ереван;3;8409.17;3;8278.89;0;0
Видеорегистраторы автомобильные;Видеорегистратор для автомобиля зеркало;B0315темно-серый;без размера;Коледино;917;2446670.58;787;2065943.63;0;0
Видеорегистраторы автомобильные;Видеорегистратор для автомобиля зеркало;B0315темно-серый;без размера;Новосибирск;4;10504.62;3;7251.9;0;0
Видеорегистраторы автомобильные;Видеорегистратор для автомобиля зеркало;B0315темно-серый;без размера;Владивосток;1;2571.03;1;2481.79;0;0
Видеорегистраторы автомобильные;Видеорегистратор для автомобиля зеркало;B0315темно-серый;без размера;Котовск;8;23173.64;6;17238.25;0;0
Видеорегистраторы автомобильные;Видеорегистратор для автомобиля зеркало;B0315темно-серый;без размера;Екатеринбург - Перспективная 14;284;810233.18;262;731531.03;0;0
Видеорегистраторы автомобильные;Видеорегистратор для автомобиля зеркало;B0315темно-серый;без размера;Астана Карагандинское шоссе;2;5500.05;2;5460.64;0;0
Видеорегистраторы автомобильные;Видеорегистратор для автомобиля зеркало;B0315темно-серый;без размера;Самара (Новосемейкино);10;27895.37;9;24921.92;0;0
Видеорегистраторы автомобильные;Видеорегистратор для автомобиля зеркало;B0315темно-серый;без размера;Волгоград;10;26908.62;8;21071.43;0;0
Видеорегистраторы автомобильные;Видеорегистратор для автомобиля зеркало;B0315темно-серый;без размера;Невинномысск;27;73579.73;24;64372.29;0;0
Видеорегистраторы автомобильные;Видеорегистратор автомобильный 3 камеры;В0701черный;без размера;Тула;0;0.0;0;0.0;1;0
Видеорегистраторы автомобильные;Видеорегистратор автомобильный 3 камеры;В0701черный;без размера;Склад поставщика - везу на склад WB;1;9100.0;0;0.0;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;L;Краснодар;4;2536.8;1;570.78;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;XL;Краснодар;4;2342.76;1;442.44;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;5XL;Новосибирск;1;676.48;0;0.0;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;2XL;Котовск;1;454.02;1;441.0;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;L;Тула;8;5242.72;5;3192.14;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;XL;Казань;1;697.62;1;739.9;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;L;Самара (Новосемейкино);1;697.62;0;0.0;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;5XL;Коледино;1;570.78;1;570.78;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;XL;Электросталь;2;1130.5;2;1416.38;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;XS;Электросталь;3;1518.3;0;0.0;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;XL;Тула;6;3703.98;2;1134.16;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;4XL;Невинномысск;1;697.62;1;697.62;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;S;Электросталь;1;493.5;1;478.5;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;S;Казань;1;493.5;0;0.0;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;2XL;Санкт-Петербург Уткина Заводь;1;570.78;0;0.0;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;4XL;Коледино;1;570.78;2;1310.68;0;1
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;L;Котовск;1;697.62;1;697.62;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;4XL;Самара (Новосемейкино);1;676.48;1;676.48;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;XS;СЦ Ереван;1;454.02;0;0.0;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;M;Электросталь;1;570.78;1;570.78;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;4XL;Чашниково;1;403.48;1;390.43;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;2XL;Коледино;3;1674.54;1;518.49;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;L;Коледино;11;6997.34;2;1141.56;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;XL;Новосибирск;1;655.34;0;0.0;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;XS;Краснодар;1;493.5;0;0.0;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;3XL;Казань;1;570.78;1;559.44;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;L;Казань;0;0.0;5;3699.5;0;1
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;4XL;Тула;2;1395.24;3;2135.14;0;1
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;3XL;Коледино;2;1268.4;1;697.62;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;4XL;Электросталь;6;4164.58;3;2092.86;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;5XL;Казань;0;0.0;0;0.0;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;XL;Чашниково;1;570.78;0;0.0;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;XL;Котовск;0;0.0;0;0.0;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;2XL;Тула;2;908.04;0;0.0;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;L;Электросталь;10;6269.2;5;3053.05;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;2XL;Краснодар;1;493.5;0;0.0;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;4XL;Казань;0;0.0;2;1479.8;0;1
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;XS;Коледино;1;570.78;0;0.0;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;XL;Коледино;2;1268.4;1;697.62;0;0
Блузки;Блузка с длинным рукавом офисная с бантом;1011_белый;M;Тула;1;697.62;1;697.62;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;48;Владимир;23;25664.21;11;12140.84;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;56;Екатеринбург - Испытателей 14г;4;4648.41;3;3725.41;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;48;Новосибирск;12;12054.38;8;7776.56;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;52;Пенза;10;13308.29;5;6367.83;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;44;Екатеринбург - Перспективная 14;41;49334.81;24;28121.59;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;44;СПБ Шушары;3;4078.03;1;1422.65;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;52;Волгоград;25;28284.22;14;15848.03;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;48;Самара (Новосемейкино);58;64694.56;32;33768.73;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;58;Екатеринбург - Испытателей 14г;7;6982.43;6;5974.62;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;56;Волгоград;19;22007.05;6;6494.23;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;58;Пенза;4;4938.7;1;1083.77;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;54;Коледино;494;575217.68;250;285921.71;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;54;Подольск;2;2341.69;2;2321.77;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;48;Краснодар;440;497052.67;242;267079.63;47;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;58;Котовск;23;27562.26;12;14662.86;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;46;Остальные;1;1275.95;0;0.0;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;58;СПБ Шушары;6;7731.62;2;2406.25;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;46;Санкт-Петербург Уткина Заводь;14;15954.38;11;12458.07;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;54;Краснодар;159;170343.62;107;114358.02;90;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;58;Владимир;29;33815.05;13;15033.62;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;56;Электросталь;369;393419.93;182;188589.45;51;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;56;Белая дача;7;7324.83;4;4089.47;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;50;Воронеж;22;27233.31;7;8462.99;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;46;Чашниково;4;4780.1;2;2597.19;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;50;СЦ Челябинск 2;1;1106.95;0;0.0;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;52;Сарапул;200;253182.74;100;121749.47;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;56;Чашниково;5;5499.61;2;2512.81;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;48;Чашниково;6;6408.35;3;3177.25;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;46;Коледино;1225;1375981.25;692;761802.19;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;50;Астана Карагандинское шоссе;3;3977.74;1;1040.5;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;42;Воронеж;6;7493.2;2;2639.74;1;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;50;Актобе;1;916.5;1;899.57;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;58;Сарапул;29;31090.54;18;18473.06;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;58;Тула;181;210567.97;84;94453.14;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;46;Подольск;4;5074.29;4;5050.27;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;42;Екатеринбург - Перспективная 14;40;50972.0;29;35685.22;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;46;Самара (Новосемейкино);65;77201.87;30;32915.23;1;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;50;Владивосток;3;4359.68;1;1374.44;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;42;Екатеринбург - Испытателей 14г;4;4989.01;2;2314.26;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;52;Тула;277;310197.3;143;157668.07;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;50;Рязань (Тюшевское);68;72862.27;31;32481.97;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;48;Коледино;1016;1157842.24;529;595609.96;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;46;Краснодар;422;491722.18;231;264699.77;46;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;52;Екатеринбург - Испытателей 14г;3;3265.99;1;898.22;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;58;Невинномысск;27;31791.24;15;16871.37;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;44;Белая дача;2;2302.43;1;1006.78;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;44;Воронеж;16;19354.72;7;7397.18;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;56;Казань;138;141996.23;70;69870.83;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;52;Владимир;38;44049.32;18;20579.76;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;46;Котовск;21;27036.75;13;15655.52;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;54;Екатеринбург - Перспективная 14;109;104465.77;57;52533.33;101;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;48;Невинномысск;57;64761.58;30;32995.83;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;56;Котовск;16;17545.06;11;11850.79;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;56;Рязань (Тюшевское);27;30298.91;11;12582.31;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;44;Остальные;1;1432.99;1;1409.22;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;54;Новосибирск;8;8891.61;3;3479.38;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;48;Астана Карагандинское шоссе;2;2687.36;0;0.0;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;42;Новосибирск;2;2302.43;2;2283.47;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;50;СЦ Барнаул;5;5516.16;4;4053.16;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;50;Чашниково;3;3984.89;2;2703.19;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;52;Новосибирск;10;12309.96;4;4659.33;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;44;Самара (Новосемейкино);43;48607.97;22;25238.51;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;42;Самара (Новосемейкино);15;16865.19;12;13000.4;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;56;СЦ Барнаул;2;1941.42;2;1899.89;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;44;Краснодар;298;345158.19;161;181733.42;16;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;48;Актобе;1;971.49;0;0.0;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;50;Белая дача;7;8105.89;3;3660.09;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;54;Екатеринбург - Испытателей 14г;5;5353.14;3;3133.2;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;52;Белая дача;8;10115.56;6;7505.65;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;42;Коледино;397;455635.14;244;270583.06;182;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;48;СПБ Шушары;4;5389.34;1;1325.11;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;54;Владимир;16;15888.6;6;5873.64;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;58;Краснодар;127;145682.43;71;78817.46;32;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;42;Казань;204;243625.07;125;146623.66;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;58;Самара (Новосемейкино);43;52168.61;19;23002.47;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;50;Волгоград;40;45917.3;19;21234.52;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;48;Санкт-Петербург Уткина Заводь;11;13084.37;8;9394.79;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;52;Санкт-Петербург Уткина Заводь;11;12602.46;7;8320.48;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;56;Воронеж;8;8052.07;4;4094.19;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;44;Подольск;2;2679.43;1;1404.52;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;44;Рязань (Тюшевское);30;33716.33;13;13972.1;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;54;Санкт-Петербург Уткина Заводь;11;11995.64;4;4284.74;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;52;Электросталь;510;598872.16;272;308224.75;55;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;56;Астана Карагандинское шоссе;3;3575.78;2;2226.5;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;58;Коледино;626;684334.46;329;353758.07;1;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;54;Пенза;2;2230.93;1;1118.8;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;56;Невинномысск;42;48472.06;17;19338.44;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;58;Чашниково;3;4204.07;2;2838.81;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;48;Тула;254;288390.7;141;158140.2;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;44;Казань;229;291293.78;127;159720.11;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;58;СЦ Барнаул;4;4969.64;1;1195.71;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;58;Рязань (Тюшевское);36;39965.38;15;14916.83;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;48;Екатеринбург - Испытателей 14г;8;9048.39;2;2708.94;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;56;СПБ Шушары;4;5040.88;1;1130.35;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;44;Чашниково;6;7144.67;2;1985.5;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;46;СПБ Шушары;7;8634.13;2;2583.27;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;54;СЦ Ереван;1;1246.44;1;1228.45;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;42;Астана Карагандинское шоссе;1;1432.99;1;1432.99;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;54;Владивосток;1;1379.43;0;0.0;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;44;Ташкент 2;0;0.0;0;0.0;1;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;46;Пенза;4;5270.13;3;3507.15;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;50;Котовск;40;44987.22;20;21841.77;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;44;Невинномысск;30;36079.67;22;24929.63;4;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;42;Электросталь;83;91327.73;52;56427.87;1;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;46;Астана Карагандинское шоссе;2;2352.61;1;1432.99;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;50;Подольск;1;1432.99;0;0.0;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;46;Актобе;1;1515.67;1;1505.72;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;52;СЦ Ереван;3;3271.06;2;1855.08;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;50;Новосибирск;12;13069.42;7;8159.66;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;52;Казань;226;236537.78;117;119155.65;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;50;Краснодар;383;436878.6;196;219521.88;133;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;48;Подольск;2;2591.16;0;0.0;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;42;Сарапул;25;34941.07;18;24204.34;98;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;50;Электросталь;545;635919.95;275;316089.29;38;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;46;Рязань (Тюшевское);41;48424.46;19;21013.97;2;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;52;Владивосток;3;4189.38;3;4025.54;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;46;СЦ Барнаул;2;2775.89;1;1244.48;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;52;СЦ Внуково;1;1379.43;1;1373.73;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;50;Самара (Новосемейкино);56;62723.11;31;33277.15;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;54;Чашниково;9;10081.5;3;3128.15;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;54;Тула;156;172142.52;82;90771.69;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;58;Волгоград;24;27786.77;13;14917.03;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;58;Астана Карагандинское шоссе;2;1997.97;2;1955.46;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;52;Остальные;1;1243.19;1;1235.01;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;50;Атакент;2;1942.98;0;0.0;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;56;Санкт-Петербург Уткина Заводь;8;10307.31;5;6104.62;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;54;Воронеж;7;7388.68;5;5137.89;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;58;Актобе;1;1025.99;1;1009.02;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;52;Воронеж;27;33397.48;13;15612.76;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;56;Пенза;3;3678.48;0;0.0;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;46;Екатеринбург - Перспективная 14;63;74737.65;34;38292.74;1;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;52;Невинномысск;48;54905.57;22;24972.4;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;54;Самара (Новосемейкино);22;23036.0;12;12624.67;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;56;Новосибирск;7;8081.23;6;6583.47;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;54;Рязань (Тюшевское);29;30187.43;14;14913.5;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;52;Астана Карагандинское шоссе;6;6773.0;4;4591.37;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;46;Волгоград;23;27860.89;13;15373.03;1;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;54;СПБ Шушары;2;2282.02;1;1131.75;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;42;Тула;90;101755.5;44;49225.42;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;54;СЦ Барнаул;2;2023.45;0;0.0;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;44;СЦ Барнаул;1;879.84;1;820.02;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;44;Санкт-Петербург Уткина Заводь;10;11422.06;4;4451.84;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;42;Обухово;1;971.49;1;949.99;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;58;СЦ Ереван;1;971.49;1;950.82;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;42;Владимир;8;8812.09;5;5257.62;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;48;Сарапул;170;205791.83;95;110753.0;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;54;Казань;111;112500.96;62;62289.09;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;46;Остальные;1;1026.48;0;0.0;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;42;Котовск;12;14803.49;12;14432.25;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;58;Владивосток;8;11162.51;2;2551.96;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;44;Минск;0;0.0;1;892.18;0;1
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;44;Пенза;6;7909.78;5;6072.93;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;50;Сарапул;183;221192.54;100;115712.03;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;48;СЦ Барнаул;1;970.71;1;949.42;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;48;Рязань (Тюшевское);46;50920.61;27;28699.45;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;50;Екатеринбург - Испытателей 14г;7;7096.96;4;3999.88;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;52;Атакент;2;1887.99;2;1846.14;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;54;Волгоград;14;14161.68;6;5475.25;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;50;Владимир;37;43020.05;18;18518.32;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;50;Невинномысск;60;69780.76;34;38405.14;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;48;Электросталь;465;527657.04;242;267174.59;51;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;56;Коледино;534;615860.55;266;304796.59;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;44;Котовск;13;15367.04;10;11725.25;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;52;Чашниково;4;4032.6;3;2879.86;0;0
Блузки;Блузка офисная с коротким рукавом и в школу;T0102sing_black;48;Белая дача;2;2302.43;0;0.0;0;0
